10 41.79 44
15 70.82 74
20 102.5 107
25 135.72 141
30 170.43 177
35 206.5 212
40 244.01 251
45 282.51 291
50 320.65 330
55 360.19 368
60 400.67 409
65 440.52 448
70 482.43 492
75 524.78 536
80 568.55 581
85 610.96 621
90 653.46 663
95 696.43 710
100 740.14 753
105 785.89 799
110 829.39 840
115 874.13 890
120 918.22 933
125 964.67 981
130 1010.56 1024
135 1055.82 1071
140 1105.03 1120
145 1151.06 1164
150 1198.58 1215
155 1246.05 1264
160 1294.84 1313
165 1340.73 1360
170 1390.65 1408
175 1437.89 1457
180 1486.4 1503
185 1533.58 1551
190 1582.45 1601
195 1632.54 1649
200 1681.23 1703
205 1729.6 1750
210 1779.56 1795
215 1829.41 1847
220 1876.91 1896
225 1928.32 1951
230 1977.32 1993
235 2026.94 2049
240 2076.89 2102
245 2127.53 2150
250 2180.04 2197
255 2228.06 2248
260 2279.08 2302
265 2331.1 2349
270 2380.38 2400
275 2434.89 2457
280 2487.84 2507
285 2539.14 2563
290 2590.12 2616
295 2643.43 2667
300 2696.39 2718
305 2747.75 2773
310 2801.15 2831
315 2854.29 2881
320 2905.26 2925
325 2959.56 2981
330 3012.63 3038
335 3065.19 3100
340 3118.01 3143
345 3172.43 3202
350 3225.41 3253
355 3278.61 3314
360 3330.71 3359
365 3383.15 3410
370 3436.99 3464
375 3492.05 3530
380 3545.57 3567
385 3600.5 3633
390 3651.31 3683
395 3707.7 3735
400 3761.3 3793
405 3815.16 3844
410 3867.9 3909
415 3923.71 3955
420 3977.51 4007
425 4033.22 4069
430 4087.82 4112
435 4139.44 4165
440 4194.94 4217
445 4250.19 4281
450 4305.13 4336
455 4360.46 4388
460 4416.32 4442
465 4469.07 4502
470 4525.91 4557
475 4580.11 4614
480 4633.87 4669
485 4689.95 4712
490 4742.77 4764
495 4799.07 4826
500 4852.73 4887
505 4909.39 4935
510 4962.75 4995
515 5020.94 5049
520 5078.38 5105
525 5132.68 5162
530 5191.45 5222
535 5249.18 5281
540 5305.14 5338
545 5359.58 5393
550 5419.91 5453
555 5473.84 5507
560 5534.37 5566
565 5590.56 5620
570 5647.92 5686
575 5706.69 5744
580 5761.32 5800
585 5821.04 5854
590 5877.25 5927
595 5935.49 5960
600 5991.36 6029
605 6049.52 6079
610 6103.04 6144
615 6162.73 6194
620 6223.68 6257
625 6276.47 6302
630 6337.2 6374
635 6394.07 6434
640 6450.67 6482
645 6510.59 6549
650 6567.83 6602
655 6624.46 6661
660 6683.3 6721
665 6743.3 6778
670 6800.37 6835
675 6857.99 6895
680 6917.02 6961
685 6972.42 7014
690 7029.25 7063
695 7087.63 7128
700 7149.73 7188
705 7205.16 7245
710 7263.55 7296
715 7322.74 7372
720 7382.2 7419
725 7442.81 7487
730 7496.95 7537
735 7557.15 7603
740 7618.72 7656
745 7672.78 7715
750 7732.16 7778
755 7789.82 7816
760 7847.4 7880
765 7905.04 7942
770 7963.29 8000
775 8021.43 8073
780 8082.35 8134
785 8142.75 8182
790 8199.09 8235
795 8259.26 8296
800 8319.54 8358
805 8376.46 8419
810 8440.87 8478
815 8499.28 8534
820 8557.57 8600
825 8617.45 8661
830 8676.13 8719
835 8736.54 8783
840 8794.35 8832
845 8853.32 8896
850 8913.68 8947
855 8971.33 9014
860 9033.48 9070
865 9091.07 9125
870 9149.68 9183
875 9212.46 9248
880 9269.2 9307
885 9329.64 9379
890 9391.65 9431
895 9449.94 9490
900 9508.58 9559
905 9569.31 9606
910 9626.51 9660
915 9689.57 9735
920 9746.26 9785
925 9808.83 9844
930 9867.13 9908
935 9930.41 9980
940 9986.47 10027
945 10048.1 10082
950 10107.6 10143
955 10167.1 10206
960 10227.8 10269
965 10288.5 10346
970 10346.2 10381
975 10405.4 10462
980 10467.2 10511
985 10526.2 10576
990 10587.3 10634
995 10645.5 10688
1000 10704 10747
