10 55 55
15 120 120
20 210 210
25 325 325
30 465 465
35 630 630
40 820 820
45 1035 1035
50 1275 1275
55 1540 1540
60 1830 1830
65 2145 2145
70 2485 2485
75 2850 2850
80 3240 3240
85 3655 3655
90 4095 4095
95 4560 4560
100 5050 5050
105 5565 5565
110 6105 6105
115 6670 6670
120 7260 7260
125 7875 7875
130 8515 8515
135 9180 9180
140 9870 9870
145 10585 10585
150 11325 11325
155 12090 12090
160 12880 12880
165 13695 13695
170 14535 14535
175 15400 15400
180 16290 16290
185 17205 17205
190 18145 18145
195 19110 19110
200 20100 20100
205 21115 21115
210 22155 22155
215 23220 23220
220 24310 24310
225 25425 25425
230 26565 26565
235 27730 27730
240 28920 28920
245 30135 30135
250 31375 31375
255 32640 32640
260 33930 33930
265 35245 35245
270 36585 36585
275 37950 37950
280 39340 39340
285 40755 40755
290 42195 42195
295 43660 43660
300 45150 45150
305 46665 46665
310 48205 48205
315 49770 49770
320 51360 51360
325 52975 52975
330 54615 54615
335 56280 56280
340 57970 57970
345 59685 59685
350 61425 61425
355 63190 63190
360 64980 64980
365 66795 66795
370 68635 68635
375 70500 70500
380 72390 72390
385 74305 74305
390 76245 76245
395 78210 78210
400 80200 80200
405 82215 82215
410 84255 84255
415 86320 86320
420 88410 88410
425 90525 90525
430 92665 92665
435 94830 94830
440 97020 97020
445 99235 99235
450 101475 101475
455 103740 103740
460 106030 106030
465 108345 108345
470 110685 110685
475 113050 113050
480 115440 115440
485 117855 117855
490 120295 120295
495 122760 122760
500 125250 125250
505 127765 127765
510 130305 130305
515 132870 132870
520 135460 135460
525 138075 138075
530 140715 140715
535 143380 143380
540 146070 146070
545 148785 148785
550 151525 151525
555 154290 154290
560 157080 157080
565 159895 159895
570 162735 162735
575 165600 165600
580 168490 168490
585 171405 171405
590 174345 174345
595 177310 177310
600 180300 180300
605 183315 183315
610 186355 186355
615 189420 189420
620 192510 192510
625 195625 195625
630 198765 198765
635 201930 201930
640 205120 205120
645 208335 208335
650 211575 211575
655 214840 214840
660 218130 218130
665 221445 221445
670 224785 224785
675 228150 228150
680 231540 231540
685 234955 234955
690 238395 238395
695 241860 241860
700 245350 245350
705 248865 248865
710 252405 252405
715 255970 255970
720 259560 259560
725 263175 263175
730 266815 266815
735 270480 270480
740 274170 274170
745 277885 277885
750 281625 281625
755 285390 285390
760 289180 289180
765 292995 292995
770 296835 296835
775 300700 300700
780 304590 304590
785 308505 308505
790 312445 312445
795 316410 316410
800 320400 320400
805 324415 324415
810 328455 328455
815 332520 332520
820 336610 336610
825 340725 340725
830 344865 344865
835 349030 349030
840 353220 353220
845 357435 357435
850 361675 361675
855 365940 365940
860 370230 370230
865 374545 374545
870 378885 378885
875 383250 383250
880 387640 387640
885 392055 392055
890 396495 396495
895 400960 400960
900 405450 405450
905 409965 409965
910 414505 414505
915 419070 419070
920 423660 423660
925 428275 428275
930 432915 432915
935 437580 437580
940 442270 442270
945 446985 446985
950 451725 451725
955 456490 456490
960 461280 461280
965 466095 466095
970 470935 470935
975 475800 475800
980 480690 480690
985 485605 485605
990 490545 490545
995 495510 495510
1000 500500 500500
