10 54 54
15 119 119
20 209 209
25 324 324
30 464 464
35 629 629
40 819 819
45 1034 1034
50 1274 1274
55 1539 1539
60 1829 1829
65 2144 2144
70 2484 2484
75 2849 2849
80 3239 3239
85 3654 3654
90 4094 4094
95 4559 4559
100 5049 5049
105 5564 5564
110 6104 6104
115 6669 6669
120 7259 7259
125 7874 7874
130 8514 8514
135 9179 9179
140 9869 9869
145 10584 10584
150 11324 11324
155 12089 12089
160 12879 12879
165 13694 13694
170 14534 14534
175 15399 15399
180 16289 16289
185 17204 17204
190 18144 18144
195 19109 19109
200 20099 20099
205 21114 21114
210 22154 22154
215 23219 23219
220 24309 24309
225 25424 25424
230 26564 26564
235 27729 27729
240 28919 28919
245 30134 30134
250 31374 31374
255 32639 32639
260 33929 33929
265 35244 35244
270 36584 36584
275 37949 37949
280 39339 39339
285 40754 40754
290 42194 42194
295 43659 43659
300 45149 45149
305 46664 46664
310 48204 48204
315 49769 49769
320 51359 51359
325 52974 52974
330 54614 54614
335 56279 56279
340 57969 57969
345 59684 59684
350 61424 61424
355 63189 63189
360 64979 64979
365 66794 66794
370 68634 68634
375 70499 70499
380 72389 72389
385 74304 74304
390 76244 76244
395 78209 78209
400 80199 80199
405 82214 82214
410 84254 84254
415 86319 86319
420 88409 88409
425 90524 90524
430 92664 92664
435 94829 94829
440 97019 97019
445 99234 99234
450 101474 101474
455 103739 103739
460 106029 106029
465 108344 108344
470 110684 110684
475 113049 113049
480 115439 115439
485 117854 117854
490 120294 120294
495 122759 122759
500 125249 125249
505 127764 127764
510 130304 130304
515 132869 132869
520 135459 135459
525 138074 138074
530 140714 140714
535 143379 143379
540 146069 146069
545 148784 148784
550 151524 151524
555 154289 154289
560 157079 157079
565 159894 159894
570 162734 162734
575 165599 165599
580 168489 168489
585 171404 171404
590 174344 174344
595 177309 177309
600 180299 180299
605 183314 183314
610 186354 186354
615 189419 189419
620 192509 192509
625 195624 195624
630 198764 198764
635 201929 201929
640 205119 205119
645 208334 208334
650 211574 211574
655 214839 214839
660 218129 218129
665 221444 221444
670 224784 224784
675 228149 228149
680 231539 231539
685 234954 234954
690 238394 238394
695 241859 241859
700 245349 245349
705 248864 248864
710 252404 252404
715 255969 255969
720 259559 259559
725 263174 263174
730 266814 266814
735 270479 270479
740 274169 274169
745 277884 277884
750 281624 281624
755 285389 285389
760 289179 289179
765 292994 292994
770 296834 296834
775 300699 300699
780 304589 304589
785 308504 308504
790 312444 312444
795 316409 316409
800 320399 320399
805 324414 324414
810 328454 328454
815 332519 332519
820 336609 336609
825 340724 340724
830 344864 344864
835 349029 349029
840 353219 353219
845 357434 357434
850 361674 361674
855 365939 365939
860 370229 370229
865 374544 374544
870 378884 378884
875 383249 383249
880 387639 387639
885 392054 392054
890 396494 396494
895 400959 400959
900 405449 405449
905 409964 409964
910 414504 414504
915 419069 419069
920 423659 423659
925 428274 428274
930 432914 432914
935 437579 437579
940 442269 442269
945 446984 446984
950 451724 451724
955 456489 456489
960 461279 461279
965 466094 466094
970 470934 470934
975 475799 475799
980 480689 480689
985 485604 485604
990 490544 490544
995 495509 495509
1000 500499 500499
